LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESE SIMP.
"STR_SMP_00661","Надёжный вкладчик","Reliable depositor","Reliable depositor","Reliable depositor","Надёжный вкладчик","Reliable depositor","Reliable depositor","Reliable depositor","Reliable depositor","Reliable depositor","Reliable depositor","Reliable depositor","Reliable depositor","Reliable depositor"
"STR_SMP_00662","Назад","Back","Back","Back","Назад","Back","Back","Back","Back","Back","Back","Back","Back","Back"
"STR_SMP_00663","Название","Title","Title","Title","Название","Title","Title","Title","Title","Title","Title","Title","Title","Title"
"STR_SMP_00664","Название и тег задаются один раз. Описание можно изменить позже.","The title and tag are specified once. The description can be changed later.","The title and tag are specified once. The description can be changed later.","The title and tag are specified once. The description can be changed later.","Название и тег задаются один раз. Описание можно изменить позже.","The title and tag are specified once. The description can be changed later.","The title and tag are specified once. The description can be changed later.","The title and tag are specified once. The description can be changed later.","The title and tag are specified once. The description can be changed later.","The title and tag are specified once. The description can be changed later.","The title and tag are specified once. The description can be changed later.","The title and tag are specified once. The description can be changed later.","The title and tag are specified once. The description can be changed later.","The title and tag are specified once. The description can be changed later."
"STR_SMP_00665","Название клана:","Clan name:","Clan name:","Clan name:","Название клана:","Clan name:","Clan name:","Clan name:","Clan name:","Clan name:","Clan name:","Clan name:","Clan name:","Clan name:"
"STR_SMP_00666","Название максимум ","Name maximum ","Name maximum ","Name maximum ","Название максимум ","Name maximum ","Name maximum ","Name maximum ","Name maximum ","Name maximum ","Name maximum ","Name maximum ","Name maximum ","Name maximum "
"STR_SMP_00667","Название маркера:","Marker name:","Marker name:","Marker name:","Название маркера:","Marker name:","Marker name:","Marker name:","Marker name:","Marker name:","Marker name:","Marker name:","Marker name:","Marker name:"
"STR_SMP_00668","Название:","Title:","Title:","Title:","Название:","Title:","Title:","Title:","Title:","Title:","Title:","Title:","Title:","Title:"
"STR_SMP_00669","Название: от ","Title: from ","Title: from ","Title: from ","Название: от ","Title: from ","Title: from ","Title: from ","Title: from ","Title: from ","Title: from ","Title: from ","Title: from ","Title: from "
"STR_SMP_00670","Найдено несколько игроков в кланах, укажите точнее или SteamID64","Several players were found in clans, please be more precise or SteamID64","Several players were found in clans, please be more precise or SteamID64","Several players were found in clans, please be more precise or SteamID64","Найдено несколько игроков в кланах, укажите точнее или SteamID64","Several players were found in clans, please be more precise or SteamID64","Several players were found in clans, please be more precise or SteamID64","Several players were found in clans, please be more precise or SteamID64","Several players were found in clans, please be more precise or SteamID64","Several players were found in clans, please be more precise or SteamID64","Several players were found in clans, please be more precise or SteamID64","Several players were found in clans, please be more precise or SteamID64","Several players were found in clans, please be more precise or SteamID64","Several players were found in clans, please be more precise or SteamID64"
"STR_SMP_00671","Найдено несколько онлайн игроков, укажите точнее или SteamID64","Several online players were found, please be more precise or SteamID64","Several online players were found, please be more precise or SteamID64","Several online players were found, please be more precise or SteamID64","Найдено несколько онлайн игроков, укажите точнее или SteamID64","Several online players were found, please be more precise or SteamID64","Several online players were found, please be more precise or SteamID64","Several online players were found, please be more precise or SteamID64","Several online players were found, please be more precise or SteamID64","Several online players were found, please be more precise or SteamID64","Several online players were found, please be more precise or SteamID64","Several online players were found, please be more precise or SteamID64","Several online players were found, please be more precise or SteamID64","Several online players were found, please be more precise or SteamID64"
"STR_SMP_00672","Направление в HUD","Direction to HUD","Direction to HUD","Direction to HUD","Направление в HUD","Direction to HUD","Direction to HUD","Direction to HUD","Direction to HUD","Direction to HUD","Direction to HUD","Direction to HUD","Direction to HUD","Direction to HUD"
"STR_SMP_00673","Настраивать права может только лидер","Only the leader can set permissions","Only the leader can set permissions","Only the leader can set permissions","Настраивать права может только лидер","Only the leader can set permissions","Only the leader can set permissions","Only the leader can set permissions","Only the leader can set permissions","Only the leader can set permissions","Only the leader can set permissions","Only the leader can set permissions","Only the leader can set permissions","Only the leader can set permissions"
"STR_SMP_00674","Настройки","Settings","Settings","Settings","Настройки","Settings","Settings","Settings","Settings","Settings","Settings","Settings","Settings","Settings"
"STR_SMP_00675","Не удалось внести ","Failed to deposit ","Failed to deposit ","Failed to deposit ","Не удалось внести ","Failed to deposit ","Failed to deposit ","Failed to deposit ","Failed to deposit ","Failed to deposit ","Failed to deposit ","Failed to deposit ","Failed to deposit ","Failed to deposit "
"STR_SMP_00676","Не удалось выдать валюту (проверьте CurrencyItems)","Failed to issue currency (check CurrencyItems)","Failed to issue currency (check CurrencyItems)","Failed to issue currency (check CurrencyItems)","Не удалось выдать валюту (проверьте CurrencyItems)","Failed to issue currency (check CurrencyItems)","Failed to issue currency (check CurrencyItems)","Failed to issue currency (check CurrencyItems)","Failed to issue currency (check CurrencyItems)","Failed to issue currency (check CurrencyItems)","Failed to issue currency (check CurrencyItems)","Failed to issue currency (check CurrencyItems)","Failed to issue currency (check CurrencyItems)","Failed to issue currency (check CurrencyItems)"
